FSN,Animal_Name,Animal_Count,Animal_Distance,Keep_Inside_House,Days_Inside_House
51836,"Poultry (chickens, ducks, pigeon)",2,0,1,365
51837,Goats,1,0,1,365
51838,"Poultry (chickens, ducks, pigeon)",1,0,1,365
51839,Goats,1,0,1,365
51841,Goats,1,3,0,-1
51844,Goats,1,0,1,365
51844,"Poultry (chickens, ducks, pigeon)",1,0,1,365
51845,Goats,1,0,1,365
51845,"Poultry (chickens, ducks, pigeon)",1,0,1,365
51846,"Poultry (chickens, ducks, pigeon)",1,0,1,365
51847,Goats,1,0,1,365
51849,Goats,1,0,1,365
51859,Goats,1,0,1,120
51860,Goats,1,0,1,120
51860,"Poultry (chickens, ducks, pigeon)",4,0,1,90
51861,Goats,2,0,1,365
51862,Goats,3,0,1,200
51862,"Poultry (chickens, ducks, pigeon)",2,0,1,100
51866,Buffaloes,2,10,0,-1
51866,Goats,1,10,0,-1
51867,Goats,1,0,1,300
51869,Cows/Oxen,2,20,0,-1
51872,Cows/Oxen,3,5,0,-1
51875,Goats,3,0,1,365
51876,Buffaloes,1,8,0,-1
51877,Cows/Oxen,2,8,0,-1
51878,Buffaloes,1,7,0,-1
51879,Buffaloes,1,7,0,-1
51879,Goats,1,7,0,-1
51881,Buffaloes,1,7,0,-1
51883,Cows/Oxen,2,6,0,-1
51883,Goats,3,2,0,-1
51884,Cows/Oxen,1,3,0,-1
51884,Goats,2,3,0,-1
51887,Buffaloes,1,10,0,-1
51887,Goats,6,6,0,-1
51889,Goats,6,5,1,90
51890,Goats,1,0,1,365
51891,Goats,1,0,1,365
51892,Cows/Oxen,1,50,0,-1
51893,Buffaloes,2,7,0,-1
51893,Goats,1,0,1,365
51894,Cows/Oxen,1,5,0,-1
51894,Goats,2,0,1,365
51896,Cows/Oxen,1,1,1,90
51897,Cows/Oxen,1,2,0,-1
51897,Goats,3,2,0,-1
51899,Buffaloes,1,10,1,90
51901,Buffaloes,2,60,0,-1
51902,Cows/Oxen,1,60,0,-1
51902,Buffaloes,1,60,0,-1
51904,Goats,2,8,0,-1
51905,Buffaloes,1,4,0,-1
51907,Buffaloes,2,0,1,365
51910,Buffaloes,2,5,0,-1
51911,Cows/Oxen,1,5,1,90
51916,Cows/Oxen,2,0,1,90
51918,Buffaloes,1,2,0,-1
51920,Buffaloes,1,0,1,180
51921,Buffaloes,1,4,0,-1
51924,Buffaloes,1,20,0,-1
51924,Goats,3,20,0,-1
51926,Cows/Oxen,1,10,0,-1
51926,Goats,2,0,1,365
51928,Goats,1,0,1,180
51929,Cows/Oxen,1,2,0,-1
51931,Goats,1,0,1,180
51932,Cows/Oxen,2,10,0,-1
51933,Buffaloes,2,10,0,-1
51935,Cows/Oxen,1,1,1,180
51937,Goats,1,0,1,365
51941,Cows/Oxen,1,1,1,120
51942,Cows/Oxen,1,1,1,120
51947,Goats,1,3,0,-1
51949,Cows/Oxen,1,2,0,-1
51951,Goats,2,0,1,365
51955,Goats,4,0,1,365
51956,Goats,2,1,1,300
51957,Goats,1,0,1,365
51958,Goats,2,0,1,365
51959,Cows/Oxen,1,2,1,120
51959,Goats,2,2,1,300
51960,Goats,2,4,0,-1
51961,Goats,8,0,1,365
51962,Buffaloes,1,10,0,-1
51962,Goats,1,10,0,-1
51965,Cows/Oxen,1,0,1,365
51968,Cows/Oxen,1,10,0,-1
51968,Goats,2,10,0,-1
51971,Goats,2,0,1,365
51972,Goats,1,0,1,365
51973,Goats,5,0,1,365
51974,Cows/Oxen,3,6,0,-1
51976,Cows/Oxen,2,10,0,-1
51976,Goats,1,10,0,-1
51977,Goats,1,0,1,365
51978,Buffaloes,1,10,1,180
51979,Buffaloes,1,2,0,-1
51979,Goats,4,0,1,365
51982,Cows/Oxen,1,10,0,-1
51983,Cows/Oxen,1,10,0,-1
51985,Cows/Oxen,2,10,0,-1
51989,Goats,2,0,1,365
51990,Goats,1,0,1,365
51991,Cows/Oxen,1,2,0,-1
51992,Goats,1,0,1,365
51993,Goats,5,0,1,365
51994,Cows/Oxen,1,2,0,-1
51994,Goats,3,2,0,-1
51995,Cows/Oxen,1,3,0,-1
51996,Cows/Oxen,2,3,0,-1
51997,Cows/Oxen,1,3,0,-1
51998,Cows/Oxen,2,3,0,-1
51999,Goats,5,2,0,-1
52000,Buffaloes,1,2,0,-1
52000,Goats,3,0,1,365
52001,Goats,1,0,1,365
52002,Goats,2,0,1,365
52003,Cows/Oxen,1,50,0,-1
52003,Goats,3,50,0,-1
52004,Cows/Oxen,1,2,0,-1
52005,Cows/Oxen,1,0,1,365
52005,Goats,3,0,1,365
52007,Goats,1,0,1,365
52008,Goats,2,2,1,180
52009,Cows/Oxen,1,2,0,-1
52010,Goats,2,2,1,180
52011,Goats,1,2,1,180
52013,Goats,1,0,1,365
52014,Goats,3,0,1,180
52017,Goats,1,0,1,30
52018,Buffaloes,2,2,0,-1
52019,Goats,2,1,1,180
52020,Buffaloes,2,2,1,180
52020,Goats,5,0,1,365
52020,"Poultry (chickens, ducks, pigeon)",3,0,1,365
52021,Cows/Oxen,1,3,0,-1
52021,Goats,2,3,1,180
52021,"Poultry (chickens, ducks, pigeon)",1,0,1,180
52022,Goats,2,0,1,365
52023,Goats,2,0,1,365
52023,"Poultry (chickens, ducks, pigeon)",2,0,1,30
52025,Cows/Oxen,1,1,0,-1
52025,Goats,1,1,0,-1
52025,"Poultry (chickens, ducks, pigeon)",1,0,1,180
52026,Goats,2,0,1,365
52028,"Poultry (chickens, ducks, pigeon)",1,0,1,60
52030,Goats,1,0,1,365
52031,Goats,2,0,1,365
52032,Cows/Oxen,1,1,1,180
52032,Goats,1,0,1,365
52033,Goats,2,0,1,365
52035,Cows/Oxen,1,1,1,180
52036,Cows/Oxen,2,5,0,-1
52036,Goats,1,0,1,365
52037,Cows/Oxen,2,2,0,-1
52038,Cows/Oxen,1,4,0,-1
52039,Cows/Oxen,3,5,0,-1
52040,Cows/Oxen,1,1,1,180
52040,Goats,1,0,1,365
52042,Cows/Oxen,2,38,0,-1
52043,Goats,1,0,1,365
52045,Cows/Oxen,2,5,0,-1
52046,Cows/Oxen,2,5,0,-1
52047,Cows/Oxen,1,5,0,-1
52048,Buffaloes,1,1,0,-1
52056,Cows/Oxen,2,8,0,-1
52056,Buffaloes,1,6,0,-1
52056,Goats,2,7,1,180
52057,Goats,4,1,0,-1
52058,Goats,4,0,1,180
52060,Buffaloes,1,5,0,-1
52060,Goats,1,0,1,365
52069,Goats,1,0,1,365
52071,Buffaloes,4,10,1,180
52072,Buffaloes,2,6,1,90
52072,Goats,1,0,1,365
52073,Buffaloes,2,15,1,180
52074,Buffaloes,2,7,0,-1
52076,Buffaloes,2,8,1,120
52076,Goats,1,0,1,365
52077,Buffaloes,2,2,1,180
52077,Goats,2,0,1,365
52079,Buffaloes,2,3,1,180
52079,Goats,2,0,1,365
52080,Buffaloes,2,5,1,180
52080,Goats,2,0,1,365
52084,Buffaloes,2,1,1,1
52084,Goats,1,1,1,180
52085,Goats,3,0,1,365
52086,Goats,1,0,1,365
52087,Buffaloes,1,15,0,-1
52088,Buffaloes,2,10,0,-1
52089,Buffaloes,2,16,0,-1
52091,Buffaloes,2,200,0,-1
52091,Goats,1,1,1,180
52092,Cows/Oxen,2,15,0,-1
52094,Buffaloes,2,6,0,-1
52094,Goats,2,5,1,180
52095,Buffaloes,2,6,0,-1
52095,Goats,2,6,1,180
52096,Buffaloes,2,5,0,-1
52096,Goats,3,0,1,365
52097,Buffaloes,2,5,0,-1
52098,Cows/Oxen,2,12,1,180
52099,Buffaloes,2,10,0,-1
52099,Goats,1,2,1,180
52101,Buffaloes,2,10,0,-1
52101,Goats,1,2,1,180
52102,Goats,1,0,1,365
52103,Buffaloes,1,4,1,180
52104,Buffaloes,1,4,0,-1
52104,Goats,2,0,1,365
52105,Buffaloes,2,4,1,180
52106,Buffaloes,2,4,1,180
52107,Buffaloes,2,4,0,-1
52108,Goats,2,0,1,365
52109,Buffaloes,2,20,0,-1
52110,Buffaloes,2,4,0,-1
52111,Buffaloes,2,7,0,-1
52112,Buffaloes,2,6,0,-1
52112,Goats,1,0,1,365
52113,Buffaloes,2,6,0,-1
52114,Buffaloes,2,20,0,-1
52115,Buffaloes,2,20,0,-1
52116,Cows/Oxen,2,20,0,-1
52117,Cows/Oxen,2,20,0,-1
52120,Buffaloes,2,18,0,-1
52121,Buffaloes,1,2,0,-1
52122,Goats,1,0,1,150
52123,Buffaloes,1,1,0,-1
52123,Goats,2,0,1,365
52124,Cows/Oxen,1,3,0,-1
52126,Cows/Oxen,1,15,0,-1
52127,Cows/Oxen,2,12,0,-1
52131,Buffaloes,2,10,0,-1
52136,Buffaloes,2,5,0,-1
52136,Goats,1,5,0,-1
52137,Goats,1,1,0,-1
52138,Goats,2,0,1,365
52142,Cows/Oxen,2,7,0,-1
52143,Cows/Oxen,1,9,0,-1
52145,Buffaloes,1,15,0,-1
52145,Goats,1,15,1,120
52150,Cows/Oxen,1,2,0,-1
52151,Cows/Oxen,1,0,1,120
52153,Cows/Oxen,2,5,1,240
52154,Cows/Oxen,1,2,1,120
52156,Cows/Oxen,4,50,0,-1
52157,Cows/Oxen,2,8,0,-1
52158,Cows/Oxen,2,30,0,-1
52160,Cows/Oxen,2,0,0,-1
52161,Buffaloes,1,15,0,-1
52162,Buffaloes,1,7,1,120
52164,Cows/Oxen,1,8,0,-1
52165,Buffaloes,2,20,0,-1
52167,Cows/Oxen,1,1,0,-1
52168,Cows/Oxen,0,-1,89,-1
52168,Buffaloes,0,-1,89,-1
52168,Goats,0,-1,89,-1
52168,Pigs,0,-1,89,-1
52168,Dogs,0,-1,89,-1
52168,"Poultry (chickens, ducks, pigeon)",0,-1,89,-1
52168,Other,0,-1,89,-1
52170,Cows/Oxen,2,200,0,-1
52172,Buffaloes,2,15,0,-1
52177,Cows/Oxen,2,7,0,-1
52178,Cows/Oxen,1,200,0,-1
52181,Cows/Oxen,1,2,0,-1
52184,Cows/Oxen,6,4,0,-1
52185,Cows/Oxen,1,2,1,90
52186,Cows/Oxen,1,5,0,-1
52186,Buffaloes,2,5,0,-1
52186,Goats,3,5,0,-1
52187,Buffaloes,2,8,0,-1
52189,Cows/Oxen,2,1,0,-1
52191,Goats,1,2,0,-1
52192,Buffaloes,1,1,0,-1
52192,Goats,5,0,1,365
52194,Buffaloes,1,3,0,-1
52194,Goats,1,3,0,-1
52195,Goats,1,3,0,-1
52196,Cows/Oxen,2,69,0,-1
52196,Goats,1,69,0,-1
52197,Buffaloes,1,68,0,-1
52197,Goats,2,6,0,-1
52198,Goats,1,70,0,-1
52199,Buffaloes,1,18,0,-1
52200,Buffaloes,1,15,0,-1
52201,Buffaloes,1,15,0,-1
52202,Cows/Oxen,2,3,0,-1
52203,Buffaloes,1,80,0,-1
52205,Cows/Oxen,2,200,0,-1
52210,Cows/Oxen,1,10,0,-1
52210,Buffaloes,1,10,0,-1
52210,Goats,2,10,0,-1
52212,Buffaloes,1,2,0,-1
52214,Cows/Oxen,1,4,0,-1
52216,Cows/Oxen,1,4,0,-1
52218,Buffaloes,2,3,0,-1
52219,Cows/Oxen,1,8,0,-1
52221,Buffaloes,1,5,0,-1
52223,Buffaloes,2,6,0,-1
52224,Cows/Oxen,1,8,0,-1
52225,Buffaloes,1,6,0,-1
52226,Goats,1,0,1,365
52227,Buffaloes,1,5,0,-1
52228,Cows/Oxen,2,8,0,-1
52229,Buffaloes,2,15,0,-1
52230,Buffaloes,2,8,0,-1
52233,Buffaloes,2,5,1,60
52234,Cows/Oxen,2,50,0,-1
52236,Buffaloes,2,5,0,-1
52241,Buffaloes,1,15,1,90
52242,Buffaloes,1,0,1,365
52245,Buffaloes,2,2,0,-1
52245,Goats,2,0,1,365
52246,Buffaloes,2,3,0,-1
52246,Goats,2,0,1,365
52248,Cows/Oxen,2,5,0,-1
52249,Cows/Oxen,1,3,0,-1
52250,Cows/Oxen,2,10,0,-1
52251,Cows/Oxen,2,10,0,-1
52254,Cows/Oxen,2,3,0,-1
52254,Buffaloes,2,3,0,-1
52261,Cows/Oxen,2,3,1,180
52262,Cows/Oxen,2,0,1,365
52263,Buffaloes,2,3,0,-1
52264,Cows/Oxen,2,0,1,365
52267,Cows/Oxen,1,3,0,-1
52269,Buffaloes,1,5,0,-1
52271,Buffaloes,2,8,1,365
52272,Buffaloes,1,5,1,120
52275,Cows/Oxen,1,5,1,180
52275,Buffaloes,1,5,1,180
52277,Cows/Oxen,2,50,0,-1
52279,Cows/Oxen,5,5,0,-1
52280,Cows/Oxen,2,1,0,-1
52280,Goats,2,0,1,365
52284,Cows/Oxen,1,5,0,-1
52286,Cows/Oxen,1,8,0,-1
52287,Buffaloes,1,2,1,120
52287,Goats,3,0,1,365
52288,Cows/Oxen,1,2,1,120
52289,Cows/Oxen,2,4,0,-1
52290,Cows/Oxen,2,8,0,-1
52291,Cows/Oxen,2,10,0,-1
52294,Cows/Oxen,2,0,1,365
52294,Buffaloes,1,0,1,365
52295,Cows/Oxen,2,6,1,180
52298,Buffaloes,1,3,0,-1
52300,Buffaloes,2,8,0,-1
52306,Buffaloes,1,6,0,-1
52310,Cows/Oxen,1,4,0,-1
52312,Buffaloes,5,6,0,-1
52314,Cows/Oxen,4,300,0,-1
52315,Cows/Oxen,2,10,1,180
52315,Buffaloes,2,10,1,180
52316,Buffaloes,1,20,0,-1
52317,Cows/Oxen,1,2,0,-1
52320,Cows/Oxen,7,2,0,-1
52321,Cows/Oxen,7,8,0,-1
52323,Cows/Oxen,2,25,0,-1
52324,Cows/Oxen,1,75,0,-1
52326,Cows/Oxen,2,10,0,-1
52327,Cows/Oxen,2,30,0,-1
52328,Buffaloes,3,5,0,-1
52329,Cows/Oxen,2,5,0,-1
52330,Goats,1,0,1,365
52333,Cows/Oxen,1,5,0,-1
52336,Cows/Oxen,2,2,0,-1
52336,Buffaloes,2,2,0,-1
52337,Cows/Oxen,1,8,0,-1
52338,Cows/Oxen,1,0,1,180
52339,Cows/Oxen,2,5,0,-1
52340,Cows/Oxen,2,0,1,365
52341,Cows/Oxen,2,3,1,120
52341,Goats,4,0,1,365
52343,Cows/Oxen,2,5,0,-1
52345,Cows/Oxen,2,10,0,-1
52346,Cows/Oxen,2,10,0,-1
52347,Buffaloes,1,5,1,90
52348,Cows/Oxen,1,5,1,180
52349,Cows/Oxen,2,3,0,-1
52360,Cows/Oxen,3,50,0,-1
52366,Buffaloes,1,5,0,-1
52367,Cows/Oxen,2,8,0,-1
52368,Buffaloes,1,3,0,-1
52369,Cows/Oxen,2,1,0,-1
52371,Cows/Oxen,2,5,0,-1
52373,Cows/Oxen,2,5,0,-1
52376,Cows/Oxen,1,11,0,-1
52376,Buffaloes,2,12,0,-1
52379,Cows/Oxen,1,5,0,-1
52380,Cows/Oxen,2,6,0,-1
52382,Cows/Oxen,2,20,0,-1
52387,Cows/Oxen,2,10,0,-1
52388,Cows/Oxen,1,12,0,-1
52389,Buffaloes,2,10,0,-1
52391,Buffaloes,1,35,0,-1
52394,Cows/Oxen,1,8,0,-1
52395,Buffaloes,1,6,0,-1
52396,Cows/Oxen,1,10,0,-1
52398,Cows/Oxen,1,100,0,-1
52399,Cows/Oxen,1,6,0,-1
52401,Cows/Oxen,2,7,0,-1
52401,Goats,1,0,1,365
52403,Cows/Oxen,2,7,0,-1
52404,Cows/Oxen,2,20,1,180
52406,Cows/Oxen,2,20,1,180
52407,Buffaloes,1,5,0,-1
52408,Buffaloes,2,5,0,-1
52409,Cows/Oxen,1,7,0,-1
52410,Cows/Oxen,2,3,0,-1
52410,Buffaloes,1,3,0,-1
52415,Cows/Oxen,1,10,0,-1
52415,Buffaloes,2,10,0,-1
52416,Cows/Oxen,2,100,1,180
52416,Buffaloes,1,100,1,180
52417,Cows/Oxen,2,100,1,180
52417,Buffaloes,1,100,1,180
52420,Cows/Oxen,2,110,1,180
52421,Cows/Oxen,2,2,0,-1
52422,Cows/Oxen,2,15,0,-1
52423,Buffaloes,1,14,0,-1
52424,Buffaloes,1,14,0,-1
52425,Cows/Oxen,2,20,0,-1
52430,Cows/Oxen,1,2,0,-1
52432,Cows/Oxen,1,7,0,-1
52434,Cows/Oxen,2,2,0,-1
52435,Cows/Oxen,2,10,0,-1
52436,Cows/Oxen,1,25,0,-1
52436,Goats,1,0,1,365
52437,Cows/Oxen,1,20,0,-1
52438,Cows/Oxen,1,20,1,180
52439,Cows/Oxen,1,10,1,180
52442,Cows/Oxen,1,25,0,-1
52444,Goats,2,0,1,365
52445,Goats,1,0,1,365
52446,Cows/Oxen,2,10,1,180
52447,Goats,1,0,1,365
52449,Goats,1,0,1,365
52450,Goats,2,0,1,365
52452,Goats,1,1,1,240
52453,Cows/Oxen,2,0,1,90
52453,Buffaloes,1,0,1,90
52453,Goats,2,0,1,365
52454,Buffaloes,1,2,0,-1
52454,Goats,3,2,0,-1
52460,Cows/Oxen,2,3,0,-1
52461,Goats,2,5,1,60
52466,Buffaloes,1,0,1,90
52467,Cows/Oxen,1,2,0,-1
52474,Cows/Oxen,2,20,0,-1
52475,Cows/Oxen,2,1,1,365
52475,Goats,2,0,1,120
52476,Cows/Oxen,1,0,1,365
52478,Cows/Oxen,2,50,1,180
52480,Cows/Oxen,3,50,1,240
52481,Cows/Oxen,1,5,1,120
52483,Goats,2,0,1,365
52486,Cows/Oxen,2,3,0,-1
52487,Cows/Oxen,1,2,0,-1
52488,Cows/Oxen,2,3,0,-1
52489,Cows/Oxen,1,3,0,-1
52493,Cows/Oxen,1,2,1,120
52500,Cows/Oxen,4,60,0,-1
52502,Cows/Oxen,2,6,0,-1
52504,Cows/Oxen,2,3,0,-1
52505,Cows/Oxen,1,8,0,-1
52506,Cows/Oxen,3,50,1,180
52507,Cows/Oxen,2,7,1,180
52509,Cows/Oxen,1,5,0,-1
52509,Goats,4,0,1,365
52510,Buffaloes,1,1,1,180
52510,Goats,6,1,1,180
52512,Buffaloes,1,2,1,180
52512,Goats,3,1,1,365
52516,Goats,1,0,1,180
52517,Cows/Oxen,2,12,0,-1
52517,Goats,2,1,0,-1
52519,Goats,1,1,1,180
52520,Cows/Oxen,1,6,0,-1
52521,Buffaloes,1,1,1,90
52521,Goats,2,0,1,300
52522,Buffaloes,1,3,1,180
52522,Goats,2,1,1,180
52525,Cows/Oxen,1,10,0,-1
52528,Goats,3,3,1,365
52529,Buffaloes,1,250,0,-1
52529,Goats,1,0,1,365
52530,Goats,1,0,1,365
52532,Buffaloes,2,8,0,-1
52535,Cows/Oxen,1,6,0,-1
52538,Buffaloes,1,300,0,-1
52539,Cows/Oxen,1,10,0,-1
52540,Buffaloes,1,1,1,300
52541,Cows/Oxen,5,15,0,-1
52546,Buffaloes,2,10,0,-1
52547,Buffaloes,1,0,1,365
52547,Goats,1,0,1,365
52548,Goats,1,0,1,360
52550,Cows/Oxen,1,5,0,-1
52551,Cows/Oxen,2,30,0,-1
52552,Cows/Oxen,1,100,0,-1
52553,Cows/Oxen,1,50,1,150
52553,Buffaloes,1,50,1,150
52554,Cows/Oxen,2,50,1,150
52555,Buffaloes,1,50,0,-1
52556,Cows/Oxen,2,60,1,150
52558,Goats,1,0,1,365
52558,"Poultry (chickens, ducks, pigeon)",1,0,1,365
52560,Goats,2,0,1,365
52560,"Poultry (chickens, ducks, pigeon)",1,0,1,365
52561,Cows/Oxen,2,12,0,-1
52561,Goats,2,2,1,180
52563,Cows/Oxen,2,3,0,-1
52563,Goats,1,0,1,365
52563,"Poultry (chickens, ducks, pigeon)",3,0,1,365
52565,Cows/Oxen,2,5,0,-1
52570,Cows/Oxen,2,7,0,-1
52572,"Poultry (chickens, ducks, pigeon)",2,0,1,365
52573,Cows/Oxen,2,3,0,-1
52574,"Poultry (chickens, ducks, pigeon)",4,0,1,365
52584,Goats,4,0,1,365
52586,Goats,8,5,0,-1
52587,Goats,4,1,0,-1
52587,"Poultry (chickens, ducks, pigeon)",1,0,0,-1
52588,Buffaloes,2,2,0,-1
52589,Cows/Oxen,1,8,0,-1
52589,"Poultry (chickens, ducks, pigeon)",2,8,0,-1
52590,Goats,1,1,1,90
52592,"Poultry (chickens, ducks, pigeon)",2,4,0,-1
52596,Goats,1,2,0,-1
52596,"Poultry (chickens, ducks, pigeon)",2,3,0,-1
52597,Goats,1,1,1,365
52598,Goats,1,0,1,365
52598,Dogs,2,0,1,365
52599,Goats,1,2,0,-1
52599,"Poultry (chickens, ducks, pigeon)",3,2,0,-1
52600,Buffaloes,1,3,0,-1
52601,Goats,2,3,0,-1
52602,Cows/Oxen,2,5,0,-1
52602,Goats,1,2,0,-1
52603,Cows/Oxen,2,3,0,-1
52603,Buffaloes,1,3,0,-1
52606,Goats,3,10,1,365
52607,Buffaloes,1,2,0,-1
52611,Buffaloes,2,15,1,90
52619,Cows/Oxen,2,25,0,-1
52619,Goats,3,0,1,365
52619,"Poultry (chickens, ducks, pigeon)",3,0,1,365
52622,Goats,3,0,1,365
52624,Goats,1,0,1,365
52626,Goats,2,0,1,365
52628,Goats,1,0,1,180
52632,Goats,2,0,1,365
52634,Goats,4,0,1,365
52637,"Poultry (chickens, ducks, pigeon)",1,0,1,60
52639,"Poultry (chickens, ducks, pigeon)",5,0,1,180
52640,"Poultry (chickens, ducks, pigeon)",6,0,1,365
52642,Goats,2,0,1,365
52646,Cows/Oxen,1,10,0,-1
52646,Goats,5,10,0,-1
52647,Goats,2,10,0,-1
52648,Goats,1,5,1,180
52649,Cows/Oxen,1,1,0,-1
52649,Goats,2,0,1,365
52649,"Poultry (chickens, ducks, pigeon)",5,0,1,365
52653,Goats,1,0,1,365
52660,Goats,1,5,0,-1
52664,Goats,1,0,1,365
52665,Goats,2,0,1,365
52666,Cows/Oxen,2,2,1,90
52667,Cows/Oxen,2,10,0,-1
52668,Goats,3,0,1,365
52669,Goats,1,0,1,20
52670,Goats,1,0,1,30
52671,Goats,3,0,1,365
52674,Goats,2,0,1,365
52675,Cows/Oxen,1,5,0,-1
52679,Goats,3,0,1,300
52680,Cows/Oxen,2,5,0,-1
52680,Goats,2,5,0,-1
52680,"Poultry (chickens, ducks, pigeon)",4,0,1,365
52682,Goats,4,0,1,365
52682,"Poultry (chickens, ducks, pigeon)",3,0,1,365
52685,"Poultry (chickens, ducks, pigeon)",1,0,1,180
52687,Cows/Oxen,2,30,0,-1
52690,Goats,2,0,1,365
52691,Cows/Oxen,1,5,0,-1
52693,Goats,2,0,1,365
52695,Goats,4,0,1,365
52696,Goats,1,0,1,365
52697,"Poultry (chickens, ducks, pigeon)",1,0,1,365
52698,Cows/Oxen,1,2,0,-1
52698,Goats,1,0,1,365
52698,"Poultry (chickens, ducks, pigeon)",5,0,1,365
52699,Cows/Oxen,1,5,0,-1
52699,Goats,3,0,1,365
52699,"Poultry (chickens, ducks, pigeon)",4,0,1,365
52703,"Poultry (chickens, ducks, pigeon)",3,0,1,365
52704,Cows/Oxen,2,2,0,-1
52708,"Poultry (chickens, ducks, pigeon)",1,0,1,365
52709,Goats,2,0,1,365
52709,"Poultry (chickens, ducks, pigeon)",2,0,1,365
52711,Goats,3,0,1,365
52715,Goats,2,0,1,365
52715,"Poultry (chickens, ducks, pigeon)",2,0,1,365
52716,Goats,1,0,1,365
52717,Goats,1,0,1,365
52718,Goats,1,0,1,365
52719,Goats,1,0,1,365
52721,Goats,2,0,1,365
52723,Goats,3,0,1,365
52724,Pigs,1,10,0,-1
52725,Goats,1,0,1,365
52727,Cows/Oxen,1,5,0,-1
52728,Buffaloes,1,5,0,-1
52728,Goats,2,5,0,-1
52729,Goats,1,2,0,-1
52730,Cows/Oxen,2,100,0,-1
52731,Goats,1,0,1,365
52732,Goats,3,0,1,365
52733,Goats,3,0,1,365
52734,Cows/Oxen,1,150,0,-1
52734,Goats,1,0,1,365
52736,Goats,2,0,1,365
52738,Goats,1,5,0,-1
52739,Goats,1,0,1,365
52740,Goats,8,0,1,365
52741,Cows/Oxen,2,15,0,-1
52744,Cows/Oxen,2,100,0,-1
52744,Goats,1,100,0,-1
52745,Buffaloes,2,100,0,-1
52745,Goats,1,0,1,180
52747,Cows/Oxen,1,100,0,-1
52747,Goats,1,100,0,-1
52748,Goats,2,0,1,365
52749,Goats,1,1,1,60
52751,Goats,1,100,0,-1
52752,Buffaloes,2,110,0,-1
52752,Goats,4,110,0,-1
52753,Cows/Oxen,1,100,0,-1
52753,Goats,2,100,0,-1
52754,Cows/Oxen,1,110,0,-1
52754,Goats,1,110,0,-1
52755,Goats,3,0,1,365
52756,Cows/Oxen,2,110,0,-1
52757,Goats,1,1,1,180
52759,Goats,1,0,1,365
52760,Buffaloes,2,110,0,-1
52761,Goats,3,0,1,365
52763,Goats,1,150,0,-1
52764,Goats,1,150,0,-1
52766,Goats,1,0,1,180
52768,Cows/Oxen,1,5,0,-1
52768,Goats,1,5,0,-1
52769,Cows/Oxen,2,7,0,-1
52769,Goats,2,7,0,-1
52770,Goats,1,1,1,90
52771,Goats,2,4,0,-1
52772,Buffaloes,2,2,0,-1
52774,Goats,2,0,1,365
52775,Goats,3,2,0,-1
52776,Cows/Oxen,1,3,1,365
52776,Goats,1,3,1,365
52777,Cows/Oxen,2,35,1,365
52777,Goats,5,35,1,365
52778,Cows/Oxen,1,4,0,-1
52778,Goats,1,2,0,-1
52779,Cows/Oxen,2,30,0,-1
52779,Goats,1,2,0,-1
52781,Cows/Oxen,2,6,1,365
52781,Goats,3,6,1,365
52783,Buffaloes,2,1,0,-1
52787,Goats,1,5,0,-1
52788,Cows/Oxen,2,2,0,-1
52788,Buffaloes,2,2,0,-1
52789,Cows/Oxen,1,55,0,-1
52789,Goats,1,2,0,-1
52790,Cows/Oxen,2,0,1,365
52791,Cows/Oxen,2,5,0,-1
52791,Buffaloes,3,2,0,-1
52792,Cows/Oxen,2,30,1,180
52795,Cows/Oxen,1,45,0,-1
52796,Cows/Oxen,2,45,0,-1
52796,Goats,1,2,1,180
52797,Goats,1,2,1,180
52798,Goats,2,5,1,200
52799,Goats,1,5,1,200
52800,Cows/Oxen,1,30,0,-1
52800,Goats,1,5,1,200
52801,Cows/Oxen,1,20,0,-1
52801,Goats,1,2,1,200
52803,Buffaloes,1,10,1,100
52804,Cows/Oxen,1,15,0,-1
52804,Buffaloes,3,25,0,-1
52805,Buffaloes,2,10,0,-1
52806,Cows/Oxen,1,10,0,-1
52808,Buffaloes,2,10,0,-1
52810,Buffaloes,1,5,0,-1
52811,Cows/Oxen,1,10,0,-1
52812,Cows/Oxen,1,10,0,-1
52815,Buffaloes,1,7,0,-1
52815,Goats,1,7,1,120
52818,Buffaloes,1,8,0,-1
52820,Goats,1,0,1,365
52821,Goats,4,0,1,365
52824,Buffaloes,1,3,0,-1
52824,Goats,3,0,1,365
52827,Cows/Oxen,1,0,1,365
52827,Goats,1,0,1,365
52828,Buffaloes,1,2,1,120
52828,Goats,1,0,1,365
52832,Goats,3,0,1,365
52834,Goats,2,0,1,365
52837,Goats,1,0,1,365
52842,Goats,3,0,1,365
52843,Goats,1,0,1,365
52844,Cows/Oxen,2,1,1,180
52844,Goats,3,0,1,365
52845,Goats,2,0,1,365
52847,Goats,2,1,1,180
52848,Cows/Oxen,2,0,1,365
52848,Goats,2,0,1,365
52849,Cows/Oxen,1,8,1,180
52850,Goats,2,2,1,180
52860,Cows/Oxen,1,2,0,-1
52862,Goats,2,0,1,365
52863,Goats,3,0,1,365
52865,Cows/Oxen,3,20,0,-1
52866,Goats,4,0,1,365
52867,Cows/Oxen,2,55,0,-1
52868,Cows/Oxen,1,50,0,-1
52868,Goats,7,1,1,180
52869,Cows/Oxen,1,10,0,-1
52870,Goats,4,1,0,-1
52871,Cows/Oxen,1,60,0,-1
52872,Cows/Oxen,2,5,0,-1
52872,Goats,3,0,1,365
52873,Buffaloes,2,2,0,-1
